nama_gambar,teks_deskripsi
Green/green (216).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (217).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (218).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (219).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (22).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (220).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (221).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (222).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (223).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (224).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (225).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (226).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (227).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (228).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (229).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (23).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (230).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (231).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (232).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (233).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (234).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (235).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (236).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (237).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (238).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (239).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (24).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (240).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (241).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (242).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (243).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (244).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (245).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (246).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (247).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (248).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (249).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (25).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (250).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (251).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (252).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (253).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (254).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (255).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (256).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (257).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (258).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (259).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (26).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (260).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (261).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (262).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (263).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (264).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (265).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (266).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (267).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (268).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (269).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (27).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (270).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (271).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (272).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (273).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (274).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (275).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (276).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (277).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (278).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (279).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (28).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (280).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (281).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (282).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (283).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (284).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (285).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (286).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (287).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (288).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (289).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (29).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (290).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (291).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (292).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (293).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (294).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (295).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (296).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (297).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (298).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (299).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (3).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (30).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (300).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (31).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (32).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (33).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (34).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (35).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (36).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (37).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (38).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (39).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (4).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (40).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (41).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (42).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (43).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (44).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (45).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (46).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (47).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (48).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (49).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (5).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (50).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (51).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (52).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (53).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (54).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (55).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (56).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (57).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (58).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (59).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (6).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (60).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (61).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (62).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (63).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (64).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (65).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (66).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (67).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (68).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (69).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (7).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (70).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (71).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (72).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (73).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (74).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (75).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (76).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (77).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (78).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (79).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (8).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (80).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (81).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (82).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (83).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (84).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (85).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (86).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (87).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (88).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (89).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (9).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (90).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (91).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (92).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (93).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Green/green (94).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (95).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (96).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (97).png,"<start> Kondisi biji kopi yang belum disangrai sama sekali, memperlihatkan warna hijau khas biji mentah. <end>"
Green/green (98).png,<start> Biji kopi dalam fase green bean dengan tekstur fisik yang sangat keras dan warna natural. <end>
Green/green (99).png,<start> Citra ini menampilkan biji kopi mentah berwarna hijau pucat yang belum melewati proses penyangraian. <end>
Light/light (1).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (10).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (100).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (101).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (102).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (103).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (104).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (105).png,"<start> Biji kopi disangrai pada tingkat ringan, menghasilkan warna cokelat muda dengan permukaan yang sangat kering. <end>"
Light/light (106).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (107).png,"<start> Biji kopi disangrai pada tingkat ringan, menghasilkan warna cokelat muda dengan permukaan yang sangat kering. <end>"
Light/light (108).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (109).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (11).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (110).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (111).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (112).png,"<start> Biji kopi disangrai pada tingkat ringan, menghasilkan warna cokelat muda dengan permukaan yang sangat kering. <end>"
Light/light (113).png,"<start> Biji kopi disangrai pada tingkat ringan, menghasilkan warna cokelat muda dengan permukaan yang sangat kering. <end>"
Light/light (114).png,"<start> Biji kopi disangrai pada tingkat ringan, menghasilkan warna cokelat muda dengan permukaan yang sangat kering. <end>"
Light/light (115).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (116).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (117).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (118).png,"<start> Biji kopi disangrai pada tingkat ringan, menghasilkan warna cokelat muda dengan permukaan yang sangat kering. <end>"
Light/light (119).png,"<start> Biji kopi disangrai pada tingkat ringan, menghasilkan warna cokelat muda dengan permukaan yang sangat kering. <end>"
Light/light (12).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (120).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (121).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (122).png,"<start> Biji kopi disangrai pada tingkat ringan, menghasilkan warna cokelat muda dengan permukaan yang sangat kering. <end>"
Light/light (123).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (124).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (125).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (126).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (127).png,"<start> Biji kopi disangrai pada tingkat ringan, menghasilkan warna cokelat muda dengan permukaan yang sangat kering. <end>"
Light/light (128).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (129).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (13).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (130).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (131).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (132).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (133).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (134).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (135).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (136).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (137).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (138).png,"<start> Biji kopi disangrai pada tingkat ringan, menghasilkan warna cokelat muda dengan permukaan yang sangat kering. <end>"
Light/light (139).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (14).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (140).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (141).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (142).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (143).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (144).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (145).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (146).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (147).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (148).png,"<start> Biji kopi disangrai pada tingkat ringan, menghasilkan warna cokelat muda dengan permukaan yang sangat kering. <end>"
Light/light (149).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (15).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (150).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (151).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (152).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (153).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (154).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (155).png,<start> Proses sangrai singkat membentuk profil biji berwarna terang tanpa ada minyak yang terekspos. <end>
Light/light (156).png,"<start> Biji kopi disangrai pada tingkat ringan, menghasilkan warna cokelat muda dengan permukaan yang sangat kering. <end>"
Light/light (157).png,<start> Tingkat kematangan light roast terlihat dari warna cokelat pucat dan ketiadaan minyak di kulit biji. <end>
Light/light (158).png,"<start> Biji kopi disangrai pada tingkat ringan, menghasilkan warna cokelat muda dengan permukaan yang sangat kering. <end>"
